"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,504,190,0,-1,0,0,0,0
"Ice Harbor",0,0,254,116,0,0,0,0,0,0
"John Day",1,5,239,105,0,0,1,0,-1,0
"Lower Monumental",0,0,626,255,0,0,0,0,0,0
"McNary",6,0,156,55,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,454,429,0,0,0,0,0,0
"Roza",0,0,2,2,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"Tumwater",0,0,3,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1191,0,0,0,0,0,0,0
